iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,population_density,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population
LIE,Europe,Liechtenstein,2020-08-30,108.0,7.0,1.0,0.0,4789.0,27.0,0.01,76.9,tests performed,,,,,,43.52,237.01,,2.4,82.49,0.92,39355
ARE,Asia,United Arab Emirates,2023-06-11,1067030.0,0.0,2349.0,0.0,,,,,,,,,,,,112.44,67293.48,1.2,77.97,0.89,9441138
OWID_SCT,Europe,Scotland,2020-03-07,,,,,,,,,,,,,,,,,,,,,5466000
GBR,Europe,United Kingdom,2020-10-17,629530.0,0.0,59444.0,0.0,25327689.0,276029.0,0.06,16.2,tests performed,,,,,,60.19,272.9,39753.24,2.54,81.32,0.93,67508936
SVK,Europe,Slovakia,2021-04-03,357910.0,0.0,9496.0,0.0,27016291.0,758212.0,0.01,142.9,tests performed,,,,,,74.07,113.13,30155.15,5.82,77.54,0.86,5643455
SDN,Africa,Sudan,2022-11-02,63481.0,0.0,4972.0,0.0,,,,,,,,,,,5.56,23.26,4466.51,0.8,65.31,0.51,46874200
TGO,Africa,Togo,2021-05-29,13363.0,0.0,125.0,0.0,333609.0,1087.0,0.01,82.2,tests performed,,,,,,53.7,143.37,1429.81,0.7,61.04,0.52,8848700
TKM,Asia,Turkmenistan,2023-06-26,0.0,0.0,0.0,0.0,,,,,,,,,,,,12.25,16389.02,7.4,68.19,0.72,6430777
FRO,Europe,Faroe Islands,2021-01-16,649.0,0.0,1.0,0.0,,,,,,,,,,,,35.31,,,80.67,,53117
MSR,North America,Montserrat,2022-08-31,1126.0,0.0,8.0,0.0,,,,,,,,,,,,,,,74.16,,4413
ROU,Europe,Romania,2022-04-12,2871937.0,0.0,65198.0,0.0,,,,,,16755006.0,,8089629.0,,1208.0,11.11,85.13,23313.2,6.89,76.05,0.83,19659270
NZL,Oceania,New Zealand,2022-05-20,1050804.0,0.0,929.0,0.0,,,,,tests performed,11073471.0,4288816.0,4099950.0,2684705.0,1299.0,15.63,18.21,36085.84,2.61,82.29,0.93,5185289
PRK,Asia,North Korea,2022-12-04,0.0,0.0,0.0,0.0,,,,,,,,,,,,211.7,,13.2,72.27,,26069416
SYR,Asia,Syria,2022-06-18,55905.0,0.0,3150.0,0.0,,,,,,4144083.0,2694839.0,1785107.0,27358.0,,26.85,,,1.5,72.7,0.57,22125242
OWID_ENG,Europe,England,2022-12-02,,,,,,,,,,143632350.0,45363738.0,42860491.0,75716222.0,45723.0,,,,,,,56550000
BGR,Europe,Bulgaria,2020-01-14,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,65.18,18563.31,7.45,75.05,0.82,6781955
TTO,North America,Trinidad and Tobago,2022-11-04,184713.0,0.0,4249.0,0.0,,,,,,,,,,,11.11,266.89,28763.07,3.0,73.51,0.8,1531043
PCN,Oceania,Pitcairn,2022-03-20,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,47
KGZ,Asia,Kyrgyzstan,2023-02-02,88479.0,0.0,1024.0,0.0,,,,,,,,,,,,32.33,3393.47,4.5,71.45,0.7,6630621
ETH,Africa,Ethiopia,2022-09-30,493505.0,0.0,7572.0,0.0,,,,,,,,,,,40.74,104.96,1729.93,0.3,66.6,0.48,123379928
SWE,Europe,Sweden,2021-06-14,1084268.0,0.0,14602.0,0.0,10318198.0,21646.0,0.03,28.9,tests performed,,,,,,53.45,24.72,46949.28,2.22,82.8,0.94,10549349
MNE,Europe,Montenegro,2023-07-26,251280.0,0.0,2654.0,0.0,,,,,,,,,,,,46.28,16409.29,3.86,76.88,0.83,627082
JOR,Asia,Jordan,2023-11-14,1746997.0,0.0,14122.0,0.0,,,,,,,,,,,,109.28,8337.49,1.4,74.53,0.73,11285875
LKA,Asia,Sri Lanka,2021-12-14,572902.0,0.0,14614.0,0.0,6512590.0,11212.0,0.08,11.9,tests performed,31192002.0,15958080.0,13793217.0,1440705.0,137625.0,53.8,341.96,11669.08,3.6,76.98,0.78,21832150
OWID_NIR,Europe,Northern Ireland,2021-06-08,,,,,,,,,,1826614.0,1098614.0,728000.0,,12336.0,,,,,,,1896000
LUX,Europe,Luxembourg,2021-11-28,84317.0,2549.0,604.0,13.0,3685116.0,613.0,0.09,11.6,tests performed,904024.0,446133.0,,68517.0,26.0,45.65,231.45,94277.96,4.51,82.25,0.92,647601
KWT,Asia,Kuwait,2023-08-17,666043.0,0.0,2570.0,0.0,,,,,,,,,,,,232.13,65530.54,2.0,75.49,0.81,4268886
AUT,Europe,Austria,2022-10-07,5140089.0,0.0,20804.0,0.0,,,,,,19499196.0,6891086.0,6673835.0,5353940.0,,35.19,106.75,45436.69,7.37,81.54,0.92,8939617
SOM,Africa,Somalia,2020-05-27,1594.0,0.0,61.0,0.0,,,,,,,,,,,63.89,23.5,,0.9,57.4,,17597508
KEN,Africa,Kenya,2022-09-01,338153.0,0.0,5673.0,0.0,,,,,,,,,,,36.08,87.32,2993.03,1.4,66.7,0.6,54027484
ATG,North America,Antigua and Barbuda,2022-08-22,8895.0,0.0,144.0,0.0,,,,,,,,,,,,231.84,21490.94,3.8,77.02,0.78,93772
MDG,Africa,Madagascar,2020-07-27,8866.0,0.0,78.0,0.0,,,0.51,1.9,tests performed,,,,,,68.98,43.95,1416.44,0.2,67.04,0.53,29611718
PHL,Asia,Philippines,2021-02-28,576344.0,15176.0,12289.0,221.0,8329872.0,23414.0,0.07,15.1,people tested,0.0,0.0,,,,73.61,351.87,7599.19,1.0,71.23,0.72,115559008
BLM,North America,Saint Barthelemy,2022-02-12,3542.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,10994
OWID_WLS,Europe,Wales,2023-06-13,,,,,,,,,,,,,,,,,,,,,3170000
DMA,North America,Dominica,2021-05-03,174.0,0.0,0.0,0.0,,,,,,,,,,,30.56,98.57,9673.37,3.8,75.0,0.74,72758
UGA,Africa,Uganda,2020-06-30,857.0,0.0,0.0,0.0,194872.0,2059.0,0.0,199.8,tests performed,,,,,,87.04,213.76,1697.71,0.5,63.37,0.54,47249588
SPM,North America,Saint Pierre and Miquelon,2022-04-28,2641.0,0.0,1.0,0.0,,,,,,,,,,,,,,,81.07,,5885
PRK,Asia,North Korea,2021-11-11,0.0,0.0,0.0,0.0,90854.0,,,,samples tested,,,,,,,211.7,,13.2,72.27,,26069416
GIB,Europe,Gibraltar,2022-08-01,19902.0,0.0,105.0,0.0,,,,,,,,,,,,3457.1,,,79.93,,32677
AUS,Oceania,Australia,2024-03-16,11807226.0,0.0,24958.0,0.0,,,,,,,,,,,,3.2,44648.71,3.84,83.44,0.94,26177410
NCL,Oceania,New Caledonia,2022-11-25,75258.0,0.0,314.0,0.0,,,,,,,,,,,,15.34,,,77.55,,289959
MYT,Africa,Mayotte,2023-07-13,42027.0,0.0,187.0,0.0,,,,,,,,,,,,,,,79.46,,326113
MUS,Africa,Mauritius,2023-05-14,304233.0,1538.0,1050.0,2.0,,,,,,,,,,,,622.96,20292.74,3.4,74.99,0.8,1299478
CAN,North America,Canada,2024-01-14,4783254.0,3939.0,54620.0,88.0,,,,,,102237353.0,,,34365848.0,2372.0,,4.04,44017.59,2.5,82.43,0.93,38454328
UZB,Asia,Uzbekistan,2024-06-28,175081.0,0.0,1016.0,0.0,,,,,,,,,,,,76.13,6253.1,4.0,71.72,0.72,34627648
GRL,North America,Greenland,2024-01-11,11971.0,0.0,21.0,0.0,,,,,,,,,,,,0.14,,,71.7,,56494
ZWE,Africa,Zimbabwe,2020-03-19,0.0,0.0,5.0,0.0,,,,,,,,,,,27.78,42.73,1899.78,1.7,61.49,0.57,16320539
NRU,Oceania,Nauru,2021-11-12,0.0,0.0,0.0,0.0,,,,,,,,,,,,682.45,12895.64,5.0,59.96,,12691
GAB,Africa,Gabon,2021-01-17,9899.0,205.0,66.0,0.0,,,,,,,,,,,65.74,7.86,16562.41,6.3,66.47,0.7,2388997
PLW,Oceania,Palau,2023-08-10,6176.0,0.0,9.0,0.0,,,,,,,,,,,,47.24,13240.4,4.8,73.7,0.83,18084
CAN,North America,Canada,2020-02-14,7.0,0.0,0.0,0.0,,,0.02,42.0,tests performed,,,,,,2.78,4.04,44017.59,2.5,82.43,0.93,38454328
PRT,Europe,Portugal,2021-05-09,826176.0,3480.0,16982.0,15.0,10934627.0,15940.0,0.01,129.2,tests performed,,,,,,72.22,112.37,27936.9,3.39,82.05,0.86,10270857
NGA,Africa,Nigeria,2022-12-17,266381.0,0.0,3155.0,0.0,,,,,,,,,,,11.11,209.59,5338.45,,54.69,0.54,218541216
FLK,South America,Falkland Islands,2023-04-25,1923.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.44,,3801
GRC,Europe,Greece,2020-02-16,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,83.48,24574.38,4.21,82.24,0.89,10384972
SVN,Europe,Slovenia,2022-11-20,1248052.0,5422.0,8563.0,22.0,,,,,,,,,,,11.11,102.62,31400.84,4.5,81.32,0.92,2119843
SRB,Europe,Serbia,2023-10-26,2563994.0,0.0,18057.0,0.0,,,,,,,,,,,,80.29,14048.88,5.61,76.0,0.81,6871547
MDA,Europe,Moldova,2020-12-11,115557.0,0.0,2480.0,0.0,,3482.0,0.45,2.2,tests performed,,,,,,57.41,123.66,5189.97,5.8,71.9,0.75,3272993
KAZ,Asia,Kazakhstan,2022-12-11,1489113.0,1304.0,19056.0,3.0,,,,,,,,,,,5.56,6.68,24055.59,6.7,73.6,0.82,19397998
BGR,Europe,Bulgaria,2021-08-04,425054.0,0.0,18213.0,0.0,,,0.02,54.0,tests performed,2063643.0,1043316.0,1020327.0,,12652.0,23.15,65.18,18563.31,7.45,75.05,0.82,6781955
LBN,Asia,Lebanon,2021-12-15,688515.0,0.0,8836.0,0.0,,,,,,3857745.0,2097664.0,1760081.0,,19023.0,31.48,594.56,13367.56,2.9,78.93,0.74,5489744
MUS,Africa,Mauritius,2022-03-30,209549.0,0.0,968.0,0.0,,,0.23,4.4,tests performed,,,,,,42.86,622.96,20292.74,3.4,74.99,0.8,1299478
GUY,South America,Guyana,2021-04-26,12448.0,0.0,277.0,0.0,,,0.13,7.8,tests performed,126800.0,124000.0,2800.0,,,60.19,3.95,7435.05,1.6,69.91,0.68,808727
BIH,Europe,Bosnia and Herzegovina,2023-05-18,402927.0,0.0,16340.0,0.0,,,,,,,,,,,,68.5,11713.9,3.5,77.4,0.78,3233530
BHR,Asia,Bahrain,2021-09-06,272916.0,0.0,1388.0,0.0,6042041.0,,0.01,189.8,units unclear,2508943.0,1152040.0,1093547.0,,3496.0,33.42,1935.91,43290.7,2.0,77.29,0.85,1472237
KWT,Asia,Kuwait,2020-04-27,2892.0,0.0,19.0,0.0,,,,,,,,,,,88.89,232.13,65530.54,2.0,75.49,0.81,4268886
YEM,Asia,Yemen,2020-04-22,1.0,0.0,0.0,0.0,,,,,,,,,,,61.11,53.51,1479.15,0.7,66.12,0.47,33696612
BGR,Europe,Bulgaria,2021-07-29,423629.0,0.0,18193.0,0.0,,,0.01,95.6,tests performed,2013988.0,1022453.0,991535.0,,12211.0,48.15,65.18,18563.31,7.45,75.05,0.82,6781955
NIU,Oceania,Niue,2021-11-23,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,73.71,,1952
BLR,Europe,Belarus,2021-09-23,514446.0,0.0,3991.0,0.0,,,0.08,13.0,tests performed,,,,,,19.44,46.86,17167.97,11.0,74.79,0.82,9534956
AUS,Oceania,Australia,2021-06-15,30513.0,0.0,928.0,0.0,19394794.0,42936.0,0.0,4963.9,tests performed,6083320.0,5157291.0,926029.0,,152075.0,53.24,3.2,44648.71,3.84,83.44,0.94,26177410
MLT,Europe,Malta,2024-05-18,121437.0,0.0,906.0,0.0,,,,,,,,,,,,1454.04,36513.32,4.49,82.53,0.9,533293
BHR,Asia,Bahrain,2022-02-22,488423.0,0.0,1437.0,0.0,,,0.19,5.3,units unclear,,,,,,11.11,1935.91,43290.7,2.0,77.29,0.85,1472237
MDA,Europe,Moldova,2021-05-03,251160.0,0.0,6324.0,0.0,,620.0,0.08,12.4,tests performed,,,,,,61.11,123.66,5189.97,5.8,71.9,0.75,3272993
SYC,Africa,Seychelles,2022-12-06,50355.0,0.0,172.0,0.0,,,,,,,,,,,13.89,208.35,26382.29,3.6,73.4,0.8,107135
CPV,Africa,Cape Verde,2022-06-07,56556.0,0.0,402.0,0.0,,,,,tests performed,,,,,,19.24,135.58,6222.55,2.1,72.98,0.66,593162
BWA,Africa,Botswana,2020-05-26,32.0,0.0,1.0,0.0,18261.0,270.0,0.0,397.5,tests performed,,,,,,61.11,4.04,15807.37,1.8,69.59,0.74,2630300
LBN,Asia,Lebanon,2024-03-10,1239904.0,0.0,10947.0,0.0,,,,,,,,,,,,594.56,13367.56,2.9,78.93,0.74,5489744
NGA,Africa,Nigeria,2022-10-15,265816.0,0.0,3155.0,0.0,,,,,,,,,,,16.13,209.59,5338.45,,54.69,0.54,218541216
JAM,North America,Jamaica,2022-05-02,130062.0,0.0,2964.0,0.0,1006348.0,,0.04,25.5,samples tested,1413919.0,790667.0,687027.0,37195.0,,11.11,266.88,8193.57,1.7,74.47,0.73,2827382
MNG,Asia,Mongolia,2021-11-13,620023.0,0.0,1744.0,0.0,,,0.43,2.3,samples tested,,,,,,37.04,1.98,11840.85,7.0,69.87,0.74,3398373
VUT,Oceania,Vanuatu,2020-09-12,0.0,0.0,0.0,0.0,,,,,,,,,,,22.22,22.66,2921.91,,70.47,0.61,326744
SHN,Africa,Saint Helena,2024-07-03,2166.0,0.0,0.0,0.0,,,,,,,,,,,,,,,80.56,,5401
TON,Oceania,Tonga,2024-02-23,16955.0,0.0,12.0,0.0,,,,,,,,,,,,150.03,5425.62,2.6,70.91,0.72,106867
NAM,Africa,Namibia,2024-04-19,172403.0,0.0,4108.0,0.0,,,,,,,,,,,,3.08,9541.81,,63.71,0.65,2567024
MHL,Oceania,Marshall Islands,2023-04-19,16081.0,0.0,17.0,0.0,,,,,,,,,,,,295.15,3819.2,2.7,73.7,0.7,41593
OWID_KOS,Europe,Kosovo,2021-08-12,109619.0,0.0,2261.0,0.0,792064.0,7424.0,0.09,10.6,tests performed,,,,,,26.85,168.16,9795.83,,,,1782115
LSO,Africa,Lesotho,2024-05-21,36138.0,0.0,709.0,0.0,,,,,,,,,,,,73.56,2851.15,,54.33,0.53,2305826
NZL,Oceania,New Zealand,2021-04-11,2228.0,76.0,26.0,0.0,1942141.0,4320.0,,,tests performed,121498.0,94478.0,27020.0,,3561.0,22.22,18.21,36085.84,2.61,82.29,0.93,5185289
TGO,Africa,Togo,2020-02-14,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,143.37,1429.81,0.7,61.04,0.52,8848700
COL,South America,Colombia,2021-04-09,2428048.0,0.0,63777.0,0.0,13136261.0,64970.0,0.25,4.0,tests performed,2946222.0,2201956.0,744266.0,,133394.0,79.63,44.22,13254.95,1.71,77.29,0.77,51874028
BGD,Asia,Bangladesh,2021-11-02,1569539.0,0.0,27868.0,0.0,10390970.0,20031.0,0.01,73.9,tests performed,72027089.0,42464397.0,29562692.0,,634936.0,37.04,1265.04,3523.98,0.8,72.59,0.63,171186368
GRC,Europe,Greece,2021-03-14,228514.0,16805.0,7184.0,361.0,5856618.0,18823.0,0.05,18.6,samples tested,,,,,,88.89,83.48,24574.38,4.21,82.24,0.89,10384972
JEY,Europe,Jersey,2020-02-19,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,110796
GUY,South America,Guyana,2022-10-03,71340.0,0.0,1281.0,0.0,,,,,,,,,,,18.52,3.95,7435.05,1.6,69.91,0.68,808727
MNG,Asia,Mongolia,2020-12-25,961.0,0.0,1.0,0.0,534585.0,8863.0,0.0,429.6,samples tested,,,,,,75.46,1.98,11840.85,7.0,69.87,0.74,3398373
MCO,Europe,Monaco,2021-10-24,3243.0,32.0,35.0,0.0,,,,,,,,,,,23.79,19347.5,,13.8,86.75,,36491
GLP,North America,Guadeloupe,2023-06-24,202836.0,0.0,1017.0,0.0,,,,,,,,,,,,,,,82.14,,395762
GGY,Europe,Guernsey,2024-05-17,35326.0,0.0,67.0,0.0,,,,,,,,,,,,,,,,,63329
BRB,North America,Barbados,2020-07-03,97.0,0.0,7.0,0.0,,,,,,,,,,,57.41,664.46,16978.07,5.8,79.19,0.81,281646
MKD,Europe,North Macedonia,2022-08-02,328101.0,0.0,9696.0,0.0,,,,,,,,,,,,82.6,13111.21,4.28,75.8,0.77,2093606
MWI,Africa,Malawi,2023-11-23,89143.0,0.0,2686.0,0.0,,,,,,,,,,,,197.52,1095.04,1.3,64.26,0.48,20405318
DEU,Europe,Germany,2023-11-04,38437756.0,,174979.0,,,,,,,,,,,,,237.02,45229.24,8.0,81.33,0.95,83369840
SLB,Oceania,Solomon Islands,2023-04-28,21611.0,0.0,153.0,0.0,,,,,,,,,,,,21.84,2205.92,1.4,73.0,0.57,724272
ASM,Oceania,American Samoa,2024-01-07,8359.0,0.0,34.0,0.0,,,,,,,,,,,,278.2,,,73.74,,44295
IRL,Europe,Ireland,2024-06-17,1738488.0,0.0,9665.0,0.0,,,,,,,,,,,,69.87,67335.29,2.96,82.3,0.96,5023108
FLK,South America,Falkland Islands,2023-07-30,1923.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.44,,3801
TLS,Asia,East Timor,2020-04-04,1.0,0.0,0.0,0.0,,,,,,,,,,,,87.18,6570.1,5.9,69.5,0.61,1341298
GIN,Africa,Guinea,2020-02-15,0.0,0.0,0.0,0.0,,,,,,,,,,,11.11,51.76,1998.93,0.3,61.6,0.48,13859349
TCA,North America,Turks and Caicos Islands,2020-04-11,5.0,0.0,0.0,0.0,,,,,,,,,,,,37.31,,,80.22,,45726
ZMB,Africa,Zambia,2022-01-24,301203.0,0.0,3890.0,0.0,3151487.0,2119.0,0.15,6.8,tests performed,2291351.0,,1603597.0,,,37.96,23.0,3689.25,2.0,63.89,0.58,20017670
GMB,Africa,Gambia,2021-03-07,4792.0,80.0,153.0,3.0,,,,,,,,,,,44.44,207.57,1561.77,1.1,62.05,0.5,2705995
SEN,Africa,Senegal,2022-04-03,85911.0,51.0,1965.0,1.0,1075461.0,1307.0,0.01,169.8,tests performed,,,,,,13.89,82.33,2470.58,,67.94,0.51,17316452
SYC,Africa,Seychelles,2021-06-05,11415.0,0.0,40.0,0.0,,,,,,,,,,,71.3,208.35,26382.29,3.6,73.4,0.8,107135
ARG,South America,Argentina,2021-04-08,2494044.0,0.0,62995.0,0.0,9861957.0,100447.0,0.25,4.1,tests performed,5421744.0,4679183.0,742448.0,111.0,236007.0,71.76,16.18,18933.91,5.0,76.67,0.84,45510324
RUS,Europe,Russia,2022-05-12,18227666.0,0.0,376946.0,0.0,,,0.04,25.8,tests performed,,,,,,23.15,8.82,24765.95,8.05,72.58,0.82,144713312
ATG,North America,Antigua and Barbuda,2021-09-24,2603.0,0.0,55.0,0.0,,,,,,89252.0,48580.0,40672.0,,,,231.84,21490.94,3.8,77.02,0.78,93772
BIH,Europe,Bosnia and Herzegovina,2023-02-13,401773.0,0.0,16278.0,0.0,,,,,,,,,,,,68.5,11713.9,3.5,77.4,0.78,3233530
TKL,Oceania,Tokelau,2021-12-19,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.86,,1893
PYF,Oceania,French Polynesia,2023-07-22,78615.0,0.0,649.0,0.0,,,,,,,,,,,,77.32,,,77.66,,306292
RWA,Africa,Rwanda,2023-05-19,133194.0,0.0,1468.0,0.0,,,,,,,,,,,,494.87,1854.21,,69.02,0.54,13776702
OWID_NIR,Europe,Northern Ireland,2020-07-06,,,,,,,,,,,,,,,,,,,,,1896000
VCT,North America,Saint Vincent and the Grenadines,2020-05-10,17.0,1.0,0.0,0.0,,,,,,,,,,,,281.79,10727.15,2.6,72.53,0.74,103959
MAR,Africa,Morocco,2022-02-15,1154531.0,0.0,15766.0,0.0,10861058.0,16932.0,0.06,16.5,people tested,,,,,,42.76,80.08,7485.01,1.1,76.68,0.69,37457976
BLM,North America,Saint Barthelemy,2023-11-10,5507.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,10994
BRN,Asia,Brunei,2020-07-23,141.0,0.0,3.0,0.0,,,,,,,,,,,49.07,81.35,71809.25,2.7,75.86,0.84,449002
MYT,Africa,Mayotte,2021-10-23,20439.0,0.0,181.0,0.0,,,,,,,,,,,,,,,79.46,,326113
DNK,Europe,Denmark,2023-03-19,3405922.0,1248.0,8334.0,30.0,,,,,,,,,,,,136.52,46682.52,2.5,80.9,0.94,5882259
VNM,Asia,Vietnam,2021-08-14,215560.0,0.0,3397.0,0.0,,,,,,14434017.0,13078340.0,1355677.0,,661097.0,79.17,308.13,6171.88,2.6,75.4,0.7,98186856
NOR,Europe,Norway,2024-04-18,1507334.0,0.0,5732.0,0.0,,,,,,,,,,,,14.46,64800.06,3.6,82.4,0.96,5434324
WLF,Oceania,Wallis and Futuna,2022-06-17,454.0,0.0,7.0,0.0,,,,,,,,,,,,,,,79.94,,11596
CPV,Africa,Cape Verde,2024-04-08,64474.0,0.0,417.0,0.0,,,,,,,,,,,,135.58,6222.55,2.1,72.98,0.66,593162
LCA,North America,Saint Lucia,2023-04-08,30028.0,0.0,409.0,0.0,,,,,,,,,,,,293.19,12951.84,1.3,76.2,0.76,179872
TZA,Africa,Tanzania,2021-03-21,509.0,0.0,21.0,0.0,,,,,,,,,,,8.33,64.7,2683.3,0.7,65.46,0.53,65497752
NIC,North America,Nicaragua,2020-10-10,4146.0,0.0,151.0,0.0,,,,,,,,,,,8.33,51.67,5321.44,0.9,74.48,0.66,6948395
TLS,Asia,East Timor,2022-03-20,22805.0,14.0,130.0,1.0,,,,,,,,,,,,87.18,6570.1,5.9,69.5,0.61,1341298
TTO,North America,Trinidad and Tobago,2020-06-05,116.0,0.0,8.0,0.0,,,,,,,,,,,87.04,266.89,28763.07,3.0,73.51,0.8,1531043
PRT,Europe,Portugal,2020-02-24,1.0,0.0,0.0,0.0,,,,,,,,,,,5.56,112.37,27936.9,3.39,82.05,0.86,10270857
SOM,Africa,Somalia,2021-04-12,12271.0,0.0,605.0,0.0,,,,,,,,,,,37.04,23.5,,0.9,57.4,,17597508
BLR,Europe,Belarus,2022-10-07,994037.0,0.0,7118.0,0.0,,,,,,,,,,,5.56,46.86,17167.97,11.0,74.79,0.82,9534956
MMR,Asia,Myanmar,2023-12-31,641448.0,26.0,19494.0,0.0,,,,,,,,,,,,81.72,5591.6,0.9,67.13,0.58,54179312
BMU,North America,Bermuda,2020-12-11,288.0,0.0,9.0,0.0,,,,,,,,,,,50.93,1308.82,50669.32,,82.59,,64207
COD,Africa,Democratic Republic of Congo,2022-02-28,86138.0,0.0,1335.0,0.0,,,,,,850731.0,754459.0,442965.0,,,39.81,35.88,808.13,,60.68,0.48,99010216
MHL,Oceania,Marshall Islands,2022-02-22,7.0,0.0,0.0,0.0,,,,,,,,,,,,295.15,3819.2,2.7,73.7,0.7,41593
NER,Africa,Niger,2021-06-20,5469.0,23.0,193.0,1.0,,,,,,,,,,,27.78,16.95,926.0,0.3,62.42,0.39,26207982
PRI,North America,Puerto Rico,2024-03-03,1252713.0,0.0,5938.0,0.0,,,,,,,,,,,,376.23,35044.67,,80.1,,3252412
CUB,North America,Cuba,2023-07-14,1113594.0,0.0,8530.0,0.0,,,,,,,,,,,,110.41,,5.2,78.8,0.78,11212198
MYT,Africa,Mayotte,2024-08-03,42027.0,0.0,187.0,0.0,,,,,,,,,,,,,,,79.46,,326113
TCD,Africa,Chad,2023-04-25,7697.0,0.0,194.0,0.0,,,,,,,,,,,,11.83,1768.15,,54.24,0.4,17723312
GAB,Africa,Gabon,2020-08-03,7531.0,0.0,50.0,0.0,,,,,,,,,,,77.78,7.86,16562.41,6.3,66.47,0.7,2388997
TKL,Oceania,Tokelau,2022-08-31,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.86,,1893
BEL,Europe,Belgium,2022-11-19,4629700.0,0.0,32954.0,0.0,,,,,,29392519.0,9257770.0,9161096.0,11499305.0,6524.0,11.11,375.56,42658.58,5.64,81.63,0.93,11655923
CRI,North America,Costa Rica,2020-05-16,773.0,0.0,6.0,0.0,13650.0,665.0,0.03,33.3,people tested,,,,,,72.22,96.08,15525.0,1.13,80.28,0.81,5180836
NPL,Asia,Nepal,2023-12-11,1003450.0,0.0,12031.0,0.0,,,,,,,,,,,,204.43,2442.8,0.3,70.78,0.6,30547586
EST,Europe,Estonia,2022-02-21,447686.0,0.0,2075.0,0.0,3068440.0,9750.0,0.56,1.8,tests performed,1948000.0,856673.0,846772.0,447577.0,1087.0,45.32,31.03,29481.25,4.69,78.74,0.89,1326064
LSO,Africa,Lesotho,2022-08-22,34298.0,0.0,704.0,0.0,,,,,,,,,,,31.69,73.56,2851.15,,54.33,0.53,2305826
GNB,Africa,Guinea-Bissau,2020-11-07,2413.0,0.0,41.0,0.0,,,,,,,,,,,,66.19,1548.68,,58.32,0.48,2105580
VIR,North America,United States Virgin Islands,2021-04-24,3039.0,0.0,27.0,0.0,61594.0,113.0,0.02,45.5,tests performed,,,,,,,306.48,,,80.58,,99479
FRO,Europe,Faroe Islands,2023-03-09,34658.0,0.0,28.0,0.0,,,,,,,,,,,,35.31,,,80.67,,53117
BHS,North America,Bahamas,2024-03-29,38522.0,0.0,848.0,0.0,,,,,,,,,,,,39.5,27717.85,2.9,73.92,0.81,409989
MDG,Africa,Madagascar,2020-04-25,120.0,0.0,0.0,0.0,,,,,,,,,,,70.37,43.95,1416.44,0.2,67.04,0.53,29611718
MMR,Asia,Myanmar,2024-06-20,642618.0,0.0,19494.0,0.0,,,,,,,,,,,,81.72,5591.6,0.9,67.13,0.58,54179312
PAN,North America,Panama,2023-09-12,1041596.0,0.0,8645.0,0.0,,,,,,,,,,,,55.13,22267.04,2.3,78.51,0.82,4408582
KIR,Oceania,Kiribati,2024-02-27,5085.0,0.0,24.0,0.0,,,,,,,,,,,,143.7,1981.13,1.9,68.37,0.63,131237
DZA,Africa,Algeria,2022-09-18,270606.0,74.0,6879.0,0.0,,,,,,,,,,,22.33,17.35,13913.84,1.9,76.88,0.75,44903228
NOR,Europe,Norway,2020-03-31,4529.0,0.0,20.0,0.0,,,,,,,,,,,79.63,14.46,64800.06,3.6,82.4,0.96,5434324
GTM,North America,Guatemala,2020-07-14,27619.0,0.0,1139.0,0.0,98154.0,3227.0,0.32,3.1,people tested,,,,,,96.3,157.83,7423.81,0.6,74.3,0.66,17843914
OWID_CYN,Asia,Northern Cyprus,2022-10-12,,,,,,,,,,,,,,,,,,,,,382836
CHE,Europe,Switzerland,2020-12-04,325262.0,0.0,4741.0,0.0,2492416.0,28554.0,0.18,5.6,tests performed,,,,,,57.41,214.24,57410.17,4.53,83.78,0.96,8740471
UGA,Africa,Uganda,2022-03-11,163440.0,0.0,3590.0,0.0,,,0.01,171.1,tests performed,,,,,,46.05,213.76,1697.71,0.5,63.37,0.54,47249588
TCA,North America,Turks and Caicos Islands,2020-05-01,11.0,0.0,1.0,0.0,,,,,,,,,,,,37.31,,,80.22,,45726
BHR,Asia,Bahrain,2021-01-05,93184.0,0.0,352.0,0.0,2405722.0,12273.0,0.03,38.5,units unclear,63893.0,63893.0,,,2281.0,50.93,1935.91,43290.7,2.0,77.29,0.85,1472237
MDG,Africa,Madagascar,2020-11-09,17223.0,0.0,249.0,0.0,,,0.06,16.9,tests performed,,,,,,37.04,43.95,1416.44,0.2,67.04,0.53,29611718
