location,iso_code,continent,date,total_cases,new_cases,total_deaths,new_deaths,new_cases_per_million,new_cases_smoothed_per_million,total_tests,new_tests,new_tests_smoothed,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,population_density,gdp_per_capita,extreme_poverty,hospital_beds_per_thousand,life_expectancy,human_development_index,population
Egypt,EGY,Africa,2024-08-04,516023.0,0.0,24830.0,0.0,0.0,0.0,11954884.0,,194420.0,0.0,371.0,tests performed,112673535.0,56907319.0,42337175.0,15217352.0,78722.0,10.29,98.0,10550.21,1.3,1.6,71.99,0.71,110990096
El Salvador,SLV,North America,2024-08-04,201920.0,3.0,4230.0,0.0,0.48,0.07,1921625.0,4675.0,4668.0,0.11,9.4,tests performed,11289175.0,4652597.0,4344286.0,2292292.0,46995.0,26.85,307.81,7292.46,2.2,1.3,73.32,0.67,6336393
England,OWID_ENG,Europe,2023-12-08,,,,,,,,,,,,,149398324.0,45417090.0,42951064.0,77498574.0,85453.0,,,,,,,,56550000
Equatorial Guinea,GNQ,Africa,2024-08-04,17130.0,0.0,183.0,0.0,0.0,0.0,484554.0,501.0,109.0,0.02,63.6,tests performed,488738.0,270109.0,214032.0,4597.0,639.0,,45.19,22604.87,,2.1,58.74,0.59,1674916
Eritrea,ERI,Africa,2024-08-04,10189.0,0.0,103.0,0.0,0.0,0.0,23693.0,,,,,tests performed,,,,,,0.0,44.3,1510.46,,0.7,66.32,0.46,3684041
Estonia,EST,Europe,2024-08-12,610471.0,0.0,2998.0,0.0,0.0,0.0,3425068.0,1246.0,993.0,0.12,8.5,tests performed,2171623.0,870213.0,862748.0,659459.0,9.0,11.11,31.03,29481.25,0.5,4.69,78.74,0.89,1326064
Eswatini,SWZ,Africa,2024-08-04,75356.0,0.0,1427.0,0.0,0.0,0.0,549656.0,333.0,303.0,0.04,23.1,tests performed,870205.0,526050.0,427335.0,179450.0,7504.0,11.11,79.49,7738.98,,2.1,60.19,0.61,1201680
Ethiopia,ETH,Africa,2024-08-04,501193.0,0.0,7574.0,0.0,0.0,0.0,5024643.0,4118.0,4906.0,0.13,7.5,tests performed,68856793.0,52489512.0,43653006.0,5978070.0,159930.0,22.22,104.96,1729.93,26.7,0.3,66.6,0.48,123379928
Falkland Islands,FLK,South America,2024-08-04,1923.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4407.0,2632.0,1775.0,,,,,,,,81.44,,3801
Faroe Islands,FRO,Europe,2024-08-04,34658.0,0.0,28.0,0.0,0.0,0.0,777845.0,391.0,539.0,0.66,1.5,people tested,103894.0,41715.0,40895.0,21284.0,42.0,14.81,35.31,,,,80.67,,53117
Fiji,FJI,Oceania,2024-08-04,69047.0,0.0,885.0,0.0,0.0,0.0,558519.0,567.0,765.0,,,tests performed,1555182.0,712025.0,641194.0,172046.0,28295.0,25.74,49.56,8702.98,1.4,2.3,67.44,0.74,929769
Finland,FIN,Europe,2024-08-04,1499712.0,0.0,11466.0,0.0,0.0,0.0,11038890.0,4591.0,4001.0,0.33,3.0,tests performed,13327120.0,4524288.0,4347113.0,4455719.0,5922.0,11.11,18.14,40585.72,,3.28,81.91,0.94,5540745
France,FRA,Europe,2024-08-04,38997490.0,0.0,168091.0,0.0,0.0,17.74,278234000.0,179427.0,201691.0,0.23,4.4,people tested,154493266.0,54677678.0,53192478.0,47705542.0,285.0,11.11,122.58,38605.67,,5.98,82.66,0.9,67813000
French Guiana,GUF,South America,2024-08-04,98041.0,0.0,413.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,79.95,,304568
French Polynesia,PYF,Oceania,2024-08-04,79387.0,47.0,650.0,0.0,167.62,23.95,,,,,,,502952.0,190908.0,186803.0,112237.0,405.0,,77.32,,,,77.66,,306292
Gabon,GAB,Africa,2024-08-04,49051.0,0.0,307.0,0.0,0.0,0.0,1599902.0,2256.0,114.0,0.04,25.7,tests performed,572672.0,311244.0,257471.0,2592.0,1486.0,11.11,7.86,16562.41,3.4,6.3,66.47,0.7,2388997
Gambia,GMB,Africa,2024-08-04,12627.0,0.0,372.0,0.0,0.0,0.0,155686.0,,68.0,0.01,95.2,tests performed,1444492.0,674314.0,539186.0,53741.0,429.0,11.11,207.57,1561.77,10.1,1.1,62.05,0.5,2705995
Georgia,GEO,Asia,2024-08-04,1863615.0,0.0,17150.0,0.0,0.0,0.0,13652505.0,20318.0,3491.0,0.07,14.2,tests performed,2930677.0,1654504.0,1276173.0,80818.0,758.0,5.56,65.03,9745.08,4.2,2.6,73.77,0.81,3744385
Germany,DEU,Europe,2024-08-04,38437756.0,0.0,174979.0,0.0,0.0,0.0,131286804.0,,88471.0,0.42,2.4,tests performed,192221468.0,64876299.0,63563414.0,64791434.0,945.0,11.11,237.02,45229.24,,8.0,81.33,0.95,83369840
Ghana,GHA,Africa,2024-08-04,172062.0,0.0,1462.0,0.0,0.0,0.0,2465238.0,2208.0,1210.0,0.26,3.8,tests performed,25624828.0,13864186.0,10780003.0,4806017.0,60270.0,33.38,126.72,4227.63,12.0,0.9,64.07,0.61,33475870
Gibraltar,GIB,Europe,2024-08-04,20550.0,0.0,113.0,0.0,0.0,0.0,533268.0,514.0,553.0,0.09,11.7,tests performed,132810.0,42175.0,41465.0,49170.0,202.0,,3457.1,,,,79.93,,32677
Greece,GRC,Europe,2024-08-04,5673681.0,5818.0,39258.0,40.0,558.75,79.82,84483362.0,73217.0,95227.0,0.08,12.1,samples tested,22467978.0,7938031.0,7647076.0,7461944.0,8.0,11.11,83.48,24574.38,1.5,4.21,82.24,0.89,10384972
Greenland,GRL,North America,2024-08-04,11971.0,0.0,21.0,0.0,0.0,0.0,,,,,,,79738.0,41227.0,38511.0,,15.0,11.11,0.14,,,,71.7,,56494
Grenada,GRD,North America,2024-08-04,19693.0,0.0,238.0,0.0,0.0,0.0,169195.0,527.0,206.0,0.12,8.5,tests performed,90686.0,44241.0,39034.0,7411.0,55.0,,317.13,13593.88,,3.7,72.4,0.78,125459
Guadeloupe,GLP,North America,2024-08-04,203235.0,0.0,1021.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,82.14,,395762
Guam,GUM,Oceania,2024-08-04,52287.0,0.0,419.0,0.0,0.0,0.0,323516.0,413.0,486.0,0.1,9.7,tests performed,,,,,,0.0,304.13,,,,80.07,,171783
Guatemala,GTM,North America,2024-08-04,1250371.0,1.0,20203.0,0.0,0.06,0.01,4067775.0,10381.0,10008.0,0.19,5.2,people tested,20362104.0,8933623.0,7126305.0,4302176.0,7837.0,36.57,157.83,7423.81,8.7,0.6,74.3,0.66,17843914
Guernsey,GGY,Europe,2024-08-04,35326.0,0.0,67.0,0.0,0.0,0.0,,,,,,,178525.0,54223.0,52710.0,69339.0,754.0,,,,,,,,63329
Guinea,GIN,Africa,2024-08-04,38572.0,0.0,468.0,0.0,0.0,0.0,708410.0,,1193.0,0.0,72.1,tests performed,12049511.0,8715641.0,5853990.0,425378.0,522.0,25.45,51.76,1998.93,35.3,0.3,61.6,0.48,13859349
Guinea-Bissau,GNB,Africa,2024-08-04,9614.0,0.0,177.0,0.0,0.0,0.0,142948.0,390.0,231.0,0.02,40.4,tests performed,920752.0,747057.0,547637.0,76359.0,1658.0,,66.19,1548.68,67.1,,58.32,0.48,2105580
Guyana,GUY,South America,2024-08-04,74443.0,4.0,1302.0,0.0,4.87,0.7,442695.0,,2771.0,0.34,3.0,tests performed,960133.0,495285.0,381984.0,82864.0,58394.0,18.52,3.95,7435.05,,1.6,69.91,0.68,808727
Haiti,HTI,North America,2024-08-04,34456.0,0.0,860.0,0.0,0.0,0.0,206594.0,263.0,197.0,0.04,27.6,tests performed,680104.0,521396.0,366339.0,,4278.0,31.48,398.45,1653.17,23.5,0.7,64.0,0.51,11585003
Honduras,HND,North America,2024-08-04,472896.0,1.0,11114.0,0.0,0.1,0.01,,,,,,,17074861.0,6596213.0,5853689.0,4872295.0,81065.0,23.15,82.8,4541.8,16.0,0.7,75.27,0.63,10432858
Hong Kong,HKG,Asia,2024-08-10,,,,,,,49426686.0,,72419.0,0.0,262.5,tests performed,21014839.0,6920120.0,6803327.0,7291392.0,326.0,11.11,7039.71,56054.92,,,84.86,0.95,7488863
Hungary,HUN,Europe,2024-08-04,2230800.0,143.0,49053.0,0.0,14.77,2.11,10943720.0,39094.0,4344.0,0.22,4.5,tests performed,16701238.0,6420813.0,6207249.0,4316982.0,93527.0,11.11,108.04,26777.56,0.5,7.02,76.88,0.85,9967304
Iceland,ISL,Europe,2024-08-04,210374.0,27.0,186.0,0.0,70.98,10.14,1373785.0,632.0,460.0,,,tests performed,805469.0,309770.0,290193.0,250542.0,1925.0,5.56,3.4,46482.96,0.2,2.91,82.99,0.95,372903
India,IND,Asia,2024-08-12,45041748.0,313.0,533623.0,0.0,0.22,0.03,858526354.0,388641.0,442229.0,0.03,35.9,samples tested,2206868000.0,1027438924.0,951990552.0,227438524.0,7.0,28.7,450.42,6426.67,21.2,0.53,69.66,0.64,1417173120
Indonesia,IDN,Asia,2024-08-04,6829399.0,46.0,162059.0,0.0,0.16,0.02,59503735.0,103179.0,114413.0,0.08,11.9,people tested,448199860.0,204419394.0,174965137.0,69356250.0,0.0,14.93,145.72,11188.74,5.7,1.04,71.72,0.72,275501344
Iran,IRN,Asia,2024-08-04,7627863.0,0.0,146837.0,0.0,0.0,0.0,52269202.0,76234.0,25540.0,0.01,129.0,tests performed,155461757.0,65199831.0,58585264.0,31352288.0,31765.0,53.94,49.83,19082.62,0.2,1.5,76.68,0.78,88550568
Iraq,IRQ,Asia,2024-08-04,2465545.0,0.0,25375.0,0.0,0.0,0.0,19002710.0,20703.0,11852.0,0.01,109.2,tests performed,19557364.0,11332925.0,7944775.0,275280.0,16843.0,16.67,88.12,15663.99,2.5,1.4,70.6,0.67,44496124
Ireland,IRL,Europe,2024-08-04,1745088.0,761.0,9744.0,9.0,148.92,21.28,12347313.0,5553.0,5178.0,0.32,3.1,tests performed,11148281.0,4112237.0,4065584.0,3211763.0,8.0,5.56,69.87,67335.29,0.2,2.96,82.3,0.96,5023108
Isle of Man,IMN,Europe,2024-08-04,38008.0,0.0,116.0,0.0,0.0,0.0,,,,,,,189994.0,69560.0,67106.0,53328.0,1.0,,147.87,,,,81.4,,84534
Israel,ISR,Asia,2024-08-04,4841558.0,0.0,12707.0,0.0,0.0,0.0,51780014.0,30887.0,26227.0,0.33,3.0,people tested,18649248.0,6723119.0,6159825.0,5766304.0,63.0,14.81,402.61,33132.32,0.5,2.99,82.97,0.92,9449000
Italy,ITA,Europe,2024-08-07,26781078.0,6350.0,197307.0,6.0,106.51,15.22,224876148.0,246512.0,193140.0,0.21,4.9,tests performed,144608839.0,50936719.0,47947097.0,47765365.0,26.0,21.99,205.86,35220.08,2.0,3.18,83.51,0.89,59037472
Jamaica,JAM,North America,2024-08-04,157181.0,12.0,3611.0,0.0,4.23,0.6,1124299.0,2223.0,678.0,0.22,4.6,samples tested,1528445.0,859773.0,760132.0,46065.0,320.0,11.11,266.88,8193.57,,1.7,74.47,0.73,2827382
Japan,JPN,Asia,2024-08-04,33803572.0,0.0,74694.0,0.0,0.0,0.0,53504941.0,138240.0,94925.0,0.15,6.7,people tested,383747738.0,104705133.0,103380343.0,175662262.0,1605.0,33.33,347.78,39002.22,,13.05,84.63,0.92,123951696
Jersey,JEY,Europe,2024-08-04,66391.0,0.0,161.0,0.0,0.0,0.0,,,,,,,266953.0,84365.0,81882.0,73662.0,,,,,,,,,110796
Jordan,JOR,Asia,2024-08-04,1746997.0,0.0,14122.0,0.0,0.0,0.0,16803235.0,42668.0,2541.0,0.02,58.3,tests performed,10057975.0,4821579.0,4558313.0,682211.0,16423.0,0.0,109.28,8337.49,0.1,1.4,74.53,0.73,11285875
Kazakhstan,KAZ,Asia,2024-08-04,1504370.0,0.0,19072.0,0.0,0.0,0.0,11965068.0,52729.0,39955.0,0.03,33.4,tests performed,38355605.0,10858101.0,10629063.0,2514071.0,12492.0,5.56,6.68,24055.59,0.1,6.7,73.6,0.82,19397998
Kenya,KEN,Africa,2024-08-04,344106.0,0.0,5689.0,0.0,0.0,0.0,3728165.0,2868.0,3338.0,0.11,9.0,tests performed,23750431.0,14494372.0,11090440.0,2000636.0,13702.0,22.77,87.32,2993.03,36.8,1.4,66.7,0.6,54027484
Kiribati,KIR,Oceania,2024-08-04,5085.0,0.0,24.0,0.0,0.0,0.0,,,,,,,219980.0,100900.0,81474.0,37606.0,,0.0,143.7,1981.13,,1.9,68.37,0.63,131237
Kosovo,OWID_KOS,Europe,2024-08-04,274279.0,0.0,3212.0,0.0,0.0,0.0,1846365.0,1719.0,214.0,0.08,13.3,tests performed,1837446.0,906858.0,825082.0,105506.0,1.0,25.04,168.16,9795.83,0.6,,,,1782115
Kuwait,KWT,Asia,2024-08-04,667290.0,0.0,2570.0,0.0,0.0,0.0,8208880.0,8163.0,6104.0,0.02,60.4,tests performed,8261221.0,3457498.0,3346176.0,1457547.0,52.0,5.56,232.13,65530.54,,2.0,75.49,0.81,4268886
Kyrgyzstan,KGZ,Asia,2024-08-04,88953.0,0.0,1024.0,0.0,0.0,0.0,,,,,,,3661335.0,1736541.0,1406016.0,,2897.0,11.11,32.33,3393.47,1.4,4.5,71.45,0.7,6630621
Laos,LAO,Asia,2024-08-04,219060.0,0.0,671.0,0.0,0.0,0.0,1030237.0,671.0,113.0,0.11,9.4,tests performed,11111066.0,5888649.0,5222417.0,,11603.0,28.61,29.72,6397.36,22.7,1.5,67.92,0.61,7529477
Latvia,LVA,Europe,2024-08-04,977765.0,0.0,7475.0,0.0,0.0,0.0,7263566.0,2035.0,1888.0,0.12,8.1,tests performed,2895716.0,1346184.0,1305976.0,529562.0,77.0,0.0,31.21,25063.85,0.7,5.57,75.29,0.87,1850654
Lebanon,LBN,Asia,2024-08-04,1239904.0,0.0,10947.0,0.0,0.0,0.0,4731376.0,14038.0,14688.0,,,tests performed,5814699.0,2740227.0,2414223.0,660249.0,292132.0,16.67,594.56,13367.56,,2.9,78.93,0.74,5489744
Lesotho,LSO,Africa,2024-08-04,36138.0,0.0,709.0,0.0,0.0,0.0,459732.0,553.0,234.0,0.12,8.5,tests performed,1339097.0,1014073.0,938088.0,177816.0,,11.11,73.56,2851.15,59.6,,54.33,0.53,2305826
Liberia,LBR,Africa,2024-08-04,7930.0,0.0,294.0,0.0,0.0,0.0,139824.0,,,,,tests performed,4460668.0,3903802.0,3730967.0,1987.0,8242.0,33.16,49.13,752.79,38.6,0.8,64.1,0.48,5302690
Libya,LBY,Africa,2024-08-04,507269.0,0.0,6437.0,0.0,0.0,0.0,,1351.0,3669.0,0.25,4.0,samples tested,3739158.0,2316327.0,1236102.0,186729.0,602.0,13.89,3.62,17881.51,,3.7,72.91,0.72,6812344
Liechtenstein,LIE,Europe,2024-08-04,21588.0,0.0,89.0,0.0,0.0,0.0,90632.0,248.0,220.0,0.34,2.9,tests performed,74337.0,26771.0,,22087.0,54.0,11.11,237.01,,,2.4,82.49,0.92,39355
Lithuania,LTU,Europe,2024-08-14,1369355.0,807.0,9810.0,0.0,286.48,40.93,8718186.0,136.0,751.0,0.21,4.7,tests performed,4604865.0,1958300.0,1881106.0,948621.0,1.0,11.11,45.14,29524.26,0.7,6.56,75.93,0.88,2750058
Luxembourg,LUX,Europe,2024-08-04,393542.0,190.0,1000.0,0.0,290.82,41.55,4299901.0,2293.0,1630.0,0.38,2.7,tests performed,1374547.0,481957.0,462702.0,459119.0,2.0,11.11,231.45,94277.96,0.2,4.51,82.25,0.92,647601
Macao,MAC,Asia,2023-04-13,,,,,,,,,,,,,1802985.0,679703.0,642266.0,481016.0,1171.0,36.11,20546.77,104861.85,,,84.24,,695180
Madagascar,MDG,Africa,2024-08-04,68567.0,0.0,1428.0,0.0,0.0,0.0,451753.0,693.0,541.0,0.05,18.3,tests performed,3092063.0,2710365.0,2628849.0,169187.0,13544.0,0.0,43.95,1416.44,77.6,0.2,67.04,0.53,29611718
Malawi,MWI,Africa,2024-08-04,89168.0,0.0,2686.0,0.0,0.0,0.0,589303.0,490.0,307.0,0.07,15.2,tests performed,8503954.0,5433538.0,4288014.0,1232829.0,14163.0,17.59,197.52,1095.04,71.4,1.3,64.26,0.48,20405318
Malaysia,MYS,Asia,2024-08-14,5309410.0,1085.0,37351.0,0.0,31.27,4.47,60647556.0,29997.0,36861.0,0.06,18.0,people tested,72657288.0,28138569.0,27551144.0,17185825.0,14.0,13.89,96.25,26808.16,0.1,1.9,76.16,0.81,33938216
Maldives,MDV,Asia,2024-08-04,186694.0,0.0,316.0,0.0,0.0,0.0,2211113.0,2103.0,57.0,0.0,13.9,samples tested,951764.0,399308.0,385167.0,167289.0,1683.0,,1454.43,15183.62,,,78.92,0.74,523798
Mali,MLI,Africa,2024-08-04,33166.0,0.0,743.0,0.0,0.0,0.0,708110.0,605.0,536.0,0.0,288.6,tests performed,5922585.0,4354292.0,3633589.0,,,23.69,15.2,2014.31,,0.1,59.31,0.43,22593598
Malta,MLT,Europe,2024-08-04,122796.0,80.0,922.0,1.0,151.46,21.64,1950858.0,1892.0,1440.0,0.23,4.3,tests performed,1408793.0,478953.0,471565.0,492656.0,19.0,11.11,1454.04,36513.32,0.2,4.49,82.53,0.9,533293
Marshall Islands,MHL,Oceania,2024-08-04,16297.0,0.0,17.0,0.0,0.0,0.0,3184.0,392.0,14.0,0.0,30.3,tests performed,,,,,,,295.15,3819.2,,2.7,73.7,0.7,41593
Martinique,MTQ,North America,2024-08-04,230354.0,0.0,1104.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,82.54,,367512
Mauritania,MRT,Africa,2024-08-04,63872.0,0.0,997.0,0.0,0.0,0.0,998154.0,1362.0,735.0,0.01,70.5,tests performed,4075874.0,2103754.0,1540597.0,383937.0,3777.0,8.33,4.29,3597.63,6.0,,64.92,0.55,4736146
Mauritius,MUS,Africa,2024-08-04,328167.0,0.0,1073.0,0.0,0.0,0.0,1282782.0,,12.0,0.0,11.3,tests performed,2616012.0,1123773.0,1088142.0,654507.0,35153.0,5.56,622.96,20292.74,0.5,3.4,74.99,0.8,1299478
Mayotte,MYT,Africa,2024-08-04,42027.0,0.0,187.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,79.46,,326113
Mexico,MEX,North America,2024-08-04,7619458.0,340.0,334551.0,0.0,2.64,0.38,15569464.0,1462.0,12427.0,0.49,2.0,people tested,223158993.0,97179493.0,81849962.0,57026630.0,157958.0,13.89,66.44,17336.47,2.5,1.38,75.05,0.78,127504120
Micronesia (country),FSM,Oceania,2024-08-04,31765.0,0.0,65.0,0.0,0.0,0.0,,,,,,,,,,,,,150.78,3299.46,16.0,,67.88,0.62,114178
Moldova,MDA,Europe,2024-08-04,637520.0,743.0,12245.0,2.0,244.41,34.92,,2711.0,12754.0,0.24,4.2,tests performed,2293086.0,1109524.0,1078961.0,406022.0,1079.0,5.56,123.66,5189.97,0.2,5.8,71.9,0.75,3272993
Monaco,MCO,Europe,2024-08-04,17181.0,0.0,67.0,0.0,0.0,0.0,,,,,,,65140.0,28875.0,25667.0,10598.0,,13.31,19347.5,,,13.8,86.75,,36491
Mongolia,MNG,Asia,2024-08-04,1011489.0,0.0,2136.0,0.0,0.0,0.0,7408778.0,4118.0,487.0,0.24,4.3,samples tested,5492919.0,2272965.0,2175617.0,1044337.0,1100.0,11.11,1.98,11840.85,0.5,7.0,69.87,0.74,3398373
Montenegro,MNE,Europe,2024-08-04,251280.0,0.0,2654.0,0.0,0.0,0.0,,,,,,,679171.0,292783.0,284869.0,101519.0,266.0,,46.28,16409.29,1.0,3.86,76.88,0.83,627082
Montserrat,MSR,North America,2024-08-04,1403.0,0.0,8.0,0.0,0.0,0.0,,,,,,,4619.0,2104.0,1952.0,563.0,,,,,,,74.16,,4413
Morocco,MAR,Africa,2024-08-04,1279115.0,0.0,16305.0,0.0,0.0,0.0,11738659.0,4632.0,6983.0,0.11,9.0,people tested,55389602.0,25020168.0,23521989.0,6925973.0,1204.0,24.46,80.08,7485.01,1.0,1.1,76.68,0.69,37457976
Mozambique,MOZ,Africa,2024-08-04,233843.0,0.0,2252.0,0.0,0.0,0.0,1341769.0,939.0,870.0,0.1,10.1,tests performed,34950858.0,22869646.0,21329745.0,2323562.0,295812.0,12.04,37.73,1136.1,62.9,0.7,60.85,0.46,32969520
Myanmar,MMR,Asia,2024-08-04,642885.0,26.0,19494.0,0.0,0.48,0.07,8332037.0,16383.0,5100.0,0.0,626.3,samples tested,93477104.0,41551927.0,35937796.0,15987381.0,3800.0,37.04,81.72,5591.6,6.4,0.9,67.13,0.58,54179312
Namibia,NAM,Africa,2024-08-04,172533.0,0.0,4108.0,0.0,0.0,0.0,1056045.0,778.0,772.0,0.06,17.3,tests performed,1005937.0,629767.0,550978.0,298560.0,3837.0,5.56,3.08,9541.81,13.4,,63.71,0.65,2567024
Nauru,NRU,Oceania,2024-08-04,5393.0,0.0,1.0,0.0,0.0,0.0,,,,,,,32157.0,13106.0,11346.0,7705.0,168.0,,682.45,12895.64,,5.0,59.96,,12691
Nepal,NPL,Asia,2024-08-04,1003450.0,0.0,12031.0,0.0,0.0,0.0,6969050.0,5062.0,2745.0,0.01,142.9,samples tested,62627629.0,27883196.0,24471043.0,10273390.0,33262.0,32.44,204.43,2442.8,15.0,0.3,70.78,0.6,30547586
Netherlands,NLD,Europe,2024-08-04,8640008.0,383.0,22986.0,0.0,21.39,3.06,30687346.0,6207.0,4928.0,0.68,1.5,tests performed,39764182.0,12582081.0,11768644.0,9416761.0,,11.11,508.54,48472.54,,3.32,82.28,0.94,17564020
New Caledonia,NCL,Oceania,2024-08-04,80163.0,0.0,314.0,0.0,0.0,0.0,,,,,,,480702.0,192375.0,184816.0,103511.0,,,15.34,,,,77.55,,289959
New Zealand,NZL,Oceania,2024-08-11,2639048.0,1730.0,4284.0,16.0,337.12,48.16,7264156.0,1761.0,3141.0,,,tests performed,13398398.0,4302330.0,4291717.0,4944676.0,11438.0,11.11,18.21,36085.84,,2.61,82.29,0.93,5185289
Nicaragua,NIC,North America,2024-08-04,16185.0,2.0,245.0,0.0,0.3,0.04,196380.0,,205.0,0.02,57.4,tests performed,15507763.0,6404524.0,6126708.0,2892531.0,0.0,13.89,51.67,5321.44,3.2,0.9,74.48,0.66,6948395
Niger,NER,Africa,2024-08-04,9518.0,0.0,315.0,0.0,0.0,0.0,254538.0,374.0,260.0,0.01,86.7,tests performed,7372208.0,6248483.0,5483001.0,,,10.55,16.95,926.0,44.5,0.3,62.42,0.39,26207982
Nigeria,NGA,Africa,2024-08-04,267188.0,0.0,3155.0,0.0,0.0,0.0,5279608.0,11989.0,8950.0,0.0,204.1,tests performed,133048021.0,93829435.0,81297808.0,16826715.0,186047.0,11.11,209.59,5338.45,,,54.69,0.54,218541216
Niue,NIU,Oceania,2024-08-04,1074.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4923.0,1638.0,1635.0,1225.0,,,,,,,73.71,,1952
North Korea,PRK,Asia,2024-08-04,0.0,0.0,0.0,0.0,0.0,0.0,182968.0,1558.0,554.0,,,samples tested,,,,,,,211.7,,,13.2,72.27,,26069416
North Macedonia,MKD,Europe,2024-08-04,350924.0,116.0,9978.0,0.0,63.04,9.01,2074132.0,1124.0,792.0,0.07,13.5,tests performed,1862987.0,854570.0,838181.0,161633.0,3869.0,,82.6,13111.21,5.0,4.28,75.8,0.77,2093606
Northern Cyprus,OWID_CYN,Asia,2022-12-06,,,,,,,,,,,,,861519.0,301673.0,313067.0,80243.0,795.0,,,,,,,,382836
Northern Ireland,OWID_NIR,Europe,2023-12-11,,,,,,,,,,,,,4600649.0,1430694.0,1361003.0,2234611.0,184.0,,,,,,,,1896000
Northern Mariana Islands,MNP,Oceania,2024-08-04,14912.0,31.0,41.0,0.0,672.44,96.06,59110.0,7.0,23.0,0.7,1.4,tests performed,,,,,,,119.88,,,,76.74,,49574
Norway,NOR,Europe,2024-08-04,1512647.0,745.0,5732.0,0.0,136.53,19.5,11154564.0,1943.0,1723.0,0.32,3.1,people tested,12145560.0,4346995.0,4054726.0,3743839.0,3.0,11.11,14.46,64800.06,0.2,3.6,82.4,0.96,5434324
Oman,OMN,Asia,2024-08-04,399449.0,0.0,4628.0,0.0,0.0,0.0,2031675.0,,622.0,0.01,167.5,tests performed,7108547.0,3279632.0,3048826.0,779859.0,3650.0,11.11,14.98,37960.71,,1.6,77.86,0.81,4576300
Pakistan,PAK,Asia,2024-08-04,1580631.0,0.0,30656.0,0.0,0.0,0.0,28889568.0,31201.0,11780.0,0.02,60.3,tests performed,340974144.0,165567890.0,140475871.0,53152375.0,83417.0,40.54,255.57,5034.71,4.0,0.6,67.27,0.56,235824864
Palau,PLW,Oceania,2024-08-04,6372.0,0.0,10.0,0.0,0.0,0.0,59627.0,,116.0,0.03,29.0,tests performed,,,,,,,47.24,13240.4,,4.8,73.7,0.83,18084
Palestine,PSE,Asia,2024-08-04,703228.0,0.0,5708.0,0.0,0.0,0.0,,3267.0,1289.0,0.2,5.1,tests performed,3748571.0,2012767.0,1776973.0,336967.0,0.0,5.56,778.2,4449.9,1.0,,74.05,0.71,5250076
Panama,PAN,North America,2024-08-04,1044821.0,0.0,8748.0,0.0,0.0,0.0,6499239.0,7609.0,8930.0,0.18,5.5,tests performed,8893001.0,3533477.0,3174155.0,2033783.0,26682.0,20.37,55.13,22267.04,2.2,2.3,78.51,0.82,4408582
Papua New Guinea,PNG,Oceania,2024-08-04,46864.0,0.0,670.0,0.0,0.0,0.0,249149.0,,,,,people tested,737695.0,382020.0,321192.0,34483.0,,5.56,18.22,3823.19,,,64.5,0.56,10142625
Paraguay,PRY,South America,2024-08-04,735759.0,0.0,19880.0,0.0,0.0,0.0,2609819.0,1757.0,1763.0,0.07,15.3,tests performed,9745545.0,3993938.0,3546685.0,2204922.0,10109.0,11.11,17.14,8827.01,1.7,1.3,74.25,0.73,6780745
Peru,PER,South America,2024-08-04,4526977.0,0.0,220975.0,0.0,0.0,0.0,28971116.0,,49170.0,0.01,111.1,tests performed,91412580.0,30563708.0,28709644.0,32139228.0,430.0,11.11,25.13,12236.71,3.5,1.6,76.74,0.78,34049588
Philippines,PHL,Asia,2024-08-04,4140383.0,0.0,66864.0,0.0,0.0,0.0,28472887.0,21192.0,19245.0,0.01,107.8,people tested,189317158.0,82684774.0,78443972.0,23811248.0,227791.0,25.41,351.87,7599.19,,1.0,71.23,0.72,115559008
Pitcairn,PCN,Oceania,2024-08-04,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,117.0,47.0,47.0,23.0,,,,,,,,,47
Poland,POL,Europe,2024-08-04,6670799.0,2463.0,120726.0,4.0,64.16,9.17,36962382.0,,3366.0,0.06,16.9,tests performed,58032403.0,22877472.0,22649355.0,15394535.0,261.0,9.26,124.03,27216.44,,6.62,78.73,0.88,39857144
Portugal,PRT,Europe,2024-08-04,5664109.0,1055.0,28809.0,50.0,101.28,14.47,42825431.0,52990.0,48792.0,0.51,2.0,tests performed,28314797.0,9821414.0,8909769.0,7086326.0,,11.11,112.37,27936.9,0.5,3.39,82.05,0.86,10270857
Puerto Rico,PRI,North America,2024-08-04,1252713.0,0.0,5938.0,0.0,0.0,0.0,3019115.0,930.0,2884.0,0.24,4.2,tests performed,,,,,,0.0,376.23,35044.67,,,80.1,,3252412
Qatar,QAT,Asia,2024-08-04,514524.0,0.0,690.0,0.0,0.0,0.0,7574423.0,14144.0,14321.0,,,tests performed,7609178.0,2852178.0,2852178.0,1904822.0,4802.0,11.11,227.32,116935.6,,1.2,80.23,0.85,2695131
Reunion,REU,Africa,2024-08-04,494595.0,0.0,921.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,80.48,,974062
